"1_Mot"	"2_Phono"	"3_Phono_IPA"	"4_Lemme"	"5_Cgram"	"6_CgramOrtho"	"7_Genre"	"8_Nombre"	"9_InfoVER"	"10_FreqMot"	"11_FreqOrtho"	"12_FreqLemme"	"13_CDOrtho"	"14_IsLem"	"15_NbLettres"	"16_NbPhons"	"17_OLD20"	"18_PLD20"	"19_CVOrtho"	"20_CVPhono"	"21_VoisOrtho"	"22_VoisPhono"	"23_NbHomog"	"24_NbHomoph"	"25_SyllPhono"	"26_SyllNb"	"27_SyllCV"	"28_PUOrtho"	"29_PUPhon"	"30_MorphoBase"	"31_MorphoStruct"	"32_MorphoDecomp"	"33_Preval"	"34_PrevalNb"	"35_RT_FLP"	"36_zRT_FLP"	"37_Err_FLP"
locale	lokal	lokal	local	ADJ	ADJ	f	s	""	10.883	10.883	28.199	4.48102	0	6	5	1.75	1.8	CVCVCV	CVCVC	3	4	0	3	lo-kal	2	CV-CVC	0	5	""	""	""	100	17	688.8333333	-0.266869679	0.04
par-dessus	paRd°sy	paʁdəsy	par-dessus	PRE	PRE,NOM	""	""	""	10.883	10.899	10.896	4.37232	1	10	7	3.2	2.6	CVC-CVCCVC	CVCCVVCV	0	1	1	1	paR-d°-sy	3	CVC-CV-CV	9	8	par	"0-2-0"	/par/dessus					
juillet	Z8ijE	ʒɥijɛ	juillet	NOM	NOM	m	s	""	10.877	13.411	10.886	4.18555	1	7	5	1.95	1.95	CVVCCVC	CYVYV	0	1	0	1	Z8i-jE	2	CYV-YV	7	5	Julius	"0-1-1"	/Ju[i]l(ius)[l].et	100	18	654.8	-0.464932444	0
duré	dyRe	dyʁe	durer	VER	VER	m	s	par:pas:	10.873	10.873	62.759	4.81782	0	4	4	1.6	1	CVCVV	CVCV	6	17	0	7	dy-Re	2	CV-CV	0	4	""	""	""	94	17	617.8636364	-0.483962898	0.083333333
atelier	at°lje	atəlje	atelier	NOM	NOM	m	s	""	10.864	10.864	12.291	3.19810	1	7	6	2.45	1.75	VCVCVVC	VCVVCYV	0	2	0	2	a-t°-lje	3	V-CV-CYV	4	3	atelle	"0-1-0"	/atelier	100	26	643.8333333	-0.166145023	0.04
retiens	R°tj5	ʁətjɛ̃	retenir	VER	VER	""	""	imp:pre:2,ind:pre:1,ind:pre:2	10.864	10.867	74.294	4.65095	0	7	5	1.85	1.85	CVCVVCC	CVVCYV	2	2	0	1	R°-tj5	2	CV-CYV	0	0	""	""	""	100	20	693.1304348	-0.176035072	0.115384615
pneus	pn2	pnø	pneu	NOM	NOM	m	p	""	10.864	10.867	17.747	3.39712	0	5	3	1.9	1.7	CCVVC	CCV	1	4	0	1	pn2	1	CCV	0	3	""	""	""	100	18	664.125	-0.474160181	0.04
assiette	asjEt	asjɛt	assiette	NOM	NOM	f	s	""	10.861	10.861	15.722	4.15646	1	8	5	2.5	1.85	VCCVVCCV	VCYVC	0	2	0	1	a-sjEt	2	V-CYVC	8	4	{seoir}	"0-1-0"	/assiette	92	14	685.3333333	-0.334536124	0
japonais	ZaponE	ʒaponɛ	japonais	NOM	ADJ,NOM	m	s	""	10.861	20.646	11.965	4.18708	1	8	6	2.35	1.85	CVCVCVVC	CVCVCV	0	2	1	1	Za-po-nE	3	CV-CV-CV	8	4	Japon	"0-1-1"	/Japon.ais	95	20			
citoyen	sitwaj5	sitwajɛ̃	citoyen	NOM	NOM	m	s	""	10.854	10.854	26.943	3.89467	1	7	7	2.7	2.75	CVCVVVC	CVCYVYV	1	1	0	1	si-twa-j5	3	CV-CYV-YV	7	7	cité	"0-1-1"	/cit(é).oyen	100	14	609.72	-0.764278391	0
occupes	okyp	okyp	occuper	VER	VER	""	""	ind:pre:2,sub:pre:2	10.851	10.854	384.057	4.79639	0	7	4	1.9	1.7	VCCVCVC	VCVC	2	16	0	2	o-kyp	2	V-CVC	0	0	""	""	""	100	22	695.4090909	-0.198351839	0.08
vides	vid	vid	vide	ADJ	NOM,ADJ,VER	e	p	""	10.851	12.203	51.820	5.09645	0	5	3	1.1	1	CVCVC	CVC	14	59	2	6	vid	1	CVC	0	3	""	""	""	100	16	596.0666667	-0.667600909	0.041666667
arrivais	aRivE	aʁivɛ	arriver	VER	VER	""	s	ind:imp:2,ind:imp:1	10.842	10.842	1211.342	4.76271	0	8	5	1.8	1.45	VCCVCVVC	VCVCV	1	6	0	3	a-Ri-vE	3	V-CV-CV	0	0	""	""	""	100	21	719.5	0.035697402	0
supérieur	sypeRj9R	sypeʁjœʁ	supérieur	ADJ	ADJ,NOM	m	s	""	10.842	18.022	25.250	6.80190	1	9	8	2.9	2.95	CVCVVCVVVC	CVCVCYVC	0	0	1	7	sy-pe-Rj9R	3	CV-CV-CYVC	10	8	supérieur	"1-0-1"	_super.ieur	100	23	690.875	-0.264247634	0.04
puissiez	p8isje	pɥisje	pouvoir	VER	VER	""	p	sub:pre:2	10.842	10.842	6267.658	4.78720	0	8	6	1.65	1.75	CVVCCVVC	CYVCYV	3	3	0	0	p8i-sje	2	CYV-CYV	0	0	""	""	""	95	21	742.4	0.162969379	0
arriverai	aRiv°RE	aʁivəʁɛ	arriver	VER	VER	""	""	ind:fut:1	10.839	10.842	1211.342	4.67851	0	9	7	1.95	1.75	VCCVCVCVV	VCVCVVCV	1	4	0	3	a-Ri-v°-RE	4	V-CV-CV-CV	0	0	""	""	""	100	21	864.0833333	0.501407088	0.04
horloge	ORlOZ	ɔʁlɔʒ	horloge	NOM	NOM	f	s	""	10.829	10.829	12.259	3.38487	1	7	5	2.65	2.1	CVCCVCV	VCCVC	0	0	0	1	OR-lOZ	2	VC-CVC	7	4	heure	"0-1-1"	/horlog(e).e	100	24	644.6956522	-0.457631522	0.041666667
euros	"2Ro"	øʁo	euro	NOM	NOM	m	p	""	10.826	10.829	11.509	1.73913	0	5	3	1.85	1.45	VVCVC	VCV	2	9	0	1	"2-Ro"	2	V-CV	0	3	""	""	""	95	21	672.7826087	-0.350586466	0
esclave	Esklav	ɛsklav	esclave	NOM	NOM,ADJ	e	s	""	10.826	15.241	21.785	4.18861	1	7	6	2.15	2	VCCCVCV	VCCCVC	1	1	1	3	Es-klav	2	VC-CCVC	7	6	esclave	"0-1-1"	/esclav(e).e	95	24	652.12	-0.517607995	0
longs	l§	lɔ̃	long	ADJ	ADJ,NOM	m	p	""	10.823	11.301	163.123	4.48867	0	5	2	1.55	1	CVCCC	CVV	6	209	1	4	l§	1	CV	0	3	""	""	""	100	23	662.3461538	-0.534390963	0
sagesse	saZEs	saʒɛs	sagesse	NOM	NOM	f	s	""	10.816	11.301	10.870	4.34783	1	7	5	1.95	2	CVCVCCV	CVCVC	0	0	0	1	sa-ZEs	2	CV-CVC	5	4	sage	"0-1-1"	/sag(e).esse	95	22	614.4	-0.668502994	0
testament	tEstam@	tɛstamɑ̃	testament	NOM	NOM	m	s	""	10.810	12.051	11.259	3.05113	1	9	7	2.3	2.5	CVCCVCVCC	CVCCVCV	1	0	0	1	tEs-ta-m@	3	CVC-CV-CV	9	7	testament	"0-1-1"	/test(er).ament	100	26	764.6521739	-0.100385656	0.08
ouest	wEst	wɛst	ouest	ADJ	ADJ,NOM	e	i	""	10.810	36.943	10.835	10.93693	1	5	4	1.9	1.4	VVVCC	YVCC	0	13	1	1	wEst	1	YVCC	5	4	""	"0-1-0"	/§ouest§	92	25	748.4583333	-0.193022702	0
jouet	ZwE	ʒwɛ	jouet	NOM	NOM	m	s	""	10.810	10.810	24.551	3.91457	1	5	3	1.5	1.15	CVVVC	CYV	7	13	0	5	ZwE	1	CYV	5	3	jeu	"0-0-1"	.et	100	19	572.2	-0.778368925	0
tennis	tenis	tenis	tennis	NOM	NOM	m	i	""	10.807	10.810	10.807	3.10318	1	6	5	1.8	1.8	CVCCVC	CVCVC	4	4	0	0	te-nis	2	CV-CVC	6	5	""	"0-1-0"	/§tennis§	100	23	556.9615385	-0.828708379	0
solitude	solityd	solityd	solitude	NOM	NOM	f	s	""	10.804	10.804	10.896	3.99265	1	8	7	2.7	2.55	CVCVCVCV	CVCVCVC	1	0	0	1	so-li-tyd	3	CV-CV-CVC	6	6	""	"1-0-1"	_sol(i).itude	100	25	677.0416667	-0.455680333	0.04
physique	fizik	fizik	physique	NOM	NOM,ADJ	e	s	""	10.801	28.326	11.009	10.11023	1	8	5	2.55	1.9	CCVCVCVV	CVCVC	0	1	1	3	fi-zik	2	CV-CVC	8	5	physique	"0-1-0"	/physique	100	18	612.7083333	-0.59517147	0.04
pasteur	past9R	pastœʁ	pasteur	NOM	NOM	m	s	""	10.801	13.316	11.272	2.55052	1	7	6	1.8	1.7	CVCCVVC	CVCCVC	2	3	0	2	pas-t9R	2	CVC-CVC	7	6	pâtre	"0-1-1"	/p(â/as)t(re).eur	100	14	668.7826087	-0.418433549	0.041666667
transforme	tR@sfORm	tʁɑ̃sfɔʁm	transformer	VER	VER	""	s	ind:pre:3,sub:pre:1,sub:pre:3,ind:pre:1,imp:pre:2	10.794	10.801	54.187	4.60196	0	10	8	2.15	1.85	CCVCCCVCCV	CCVCCVCC	1	24	0	2	tR@s-fORm	2	CCVC-CVCC	0	0	""	""	""	100	16	769.3043478	0.073109458	0
gardes	gaRd	gaʁd	garder	VER	NOM,VER	""	s	sub:pre:2,ind:pre:1,ind:pre:2	10.788	42.427	363.408	13.87324	0	6	4	1.25	1	CVCCVC	CVCC	12	50	1	5	gaRd	1	CVCC	0	4	""	""	""	100	26	698.173913	-0.243380462	0.041666667
périmètre	peRimEtR	peʁimɛtʁ	périmètre	NOM	NOM	m	s	""	10.788	10.788	10.908	3.85640	1	9	8	3.05	2.5	CVVCVCVVCCV	CVCVCVCC	0	0	0	1	pe-Ri-mEtR	3	CV-CV-CVCC	8	6	mètre	"1-1-0"	_péri/mètre	95	23	729.7391304	-0.148426304	0
dépenser	dep@se	depɑ̃se	dépenser	VER	VER	""	p	ind:pre:2,inf	10.785	10.791	32.646	4.54225	1	8	6	1.75	1.65	CVVCVCCVC	CVCVCV	2	5	0	5	de-p@-se	3	CV-CV-CV	9	6	pendre	"1-1-1"	_dé/pen(dre)/s.er	100	20	671.2916667	-0.381490327	0
pleins	pl5	plɛ̃	plein	ADJ	NOM,ADJ	m	p	""	10.785	11.709	179.421	5.03062	0	6	3	1.75	1.25	CCVVCC	CCV	2	35	1	11	pl5	1	CCV	0	3	""	""	""	100	24	677.0434783	-0.282901985	0.041666667
fassiez	fasje	fasje	faire	VER	VER	""	p	sub:pre:2	10.782	10.782	9061.728	4.86987	0	7	5	1.45	1	CVCCVVC	CVCYV	9	15	0	1	fa-sje	2	CV-CYV	0	5	""	""	""	100	19	760.6190476	0.450182882	0.12
plafond	plaf§	plafɔ̃	plafond	NOM	NOM	m	s	""	10.778	10.778	11.415	4.12125	1	7	5	2.7	1.85	CCVCVCC	CCVCVV	0	3	0	1	pla-f§	2	CCV-CV	7	5	plat	"0-2-0"	/pla(t)/fond	100	18	641.4090909	-0.574293961	0
disaient	dizE	dizɛ	dire	VER	VER	""	p	ind:imp:3	10.778	10.778	6099.386	4.41519	0	8	4	1.7	1.15	CVCVVVCC	CVCV	6	13	0	2	di-zE	2	CV-CV	0	0	""	""	""	100	23	689.6153846	-0.223334031	0
suffira	syfiRa	syfiʁa	suffire	VER	VER	""	s	ind:fut:3	10.775	10.775	169.472	4.75964	0	7	6	2	1.75	CVCCVCV	CVCVCV	1	4	0	1	sy-fi-Ra	3	CV-CV-CV	0	0	""	""	""	96	27	722.8333333	-0.14152183	0.04
scientifique	sj@tifik	sjɑ̃tifik	scientifique	NOM	NOM,ADJ	e	s	""	10.769	26.082	19.598	7.98377	1	12	8	4.3	3	CCVVCCVCVCVV	CYVCVCVC	0	1	1	3	sj@-ti-fik	3	CYV-CV-CVC	12	8	""	"0-1-1"	/scien(ce)[t].ifique	100	18	656.68	-0.410494653	0
résistance	Rezist@s	ʁezistɑ̃s	résistance	NOM	NOM	f	s	""	10.759	13.608	10.987	4.20392	1	10	8	2.65	2.2	CVVCVCCVCCV	CVCVCCVC	1	1	0	1	Re-zis-t@s	3	CV-CVC-CVC	10	8	{sist}	"1-1-1"	_ré/{sist}.ance	100	21	680.28	-0.292835174	0
tissu	tisy	tisy	tissu	NOM	NOM,ADJ	m	s	""	10.759	11.177	18.370	4.00949	1	5	4	1.75	1.7	CVCCV	CVCV	2	4	1	5	ti-sy	2	CV-CV	5	4	tisser	"0-1-1"	/tiss(er).u	87	16	630.875	-0.606615981	0
osez	oze	oze	oser	VER	VER	""	p	imp:pre:2,ind:pre:2	10.756	10.763	65.196	4.25597	0	4	3	1.55	1	VCVC	VCV	4	13	0	9	o-ze	2	V-CV	0	3	""	""	""	100	18	614.5	-0.570371727	0.04
hémorragie	emoRaZi	emoʁaʒi	hémorragie	NOM	NOM	f	s	""	10.750	10.750	11.484	3.73086	1	10	7	3.5	2.8	CVVCVCCVCVV	VCVCVCV	0	0	0	1	e-mo-Ra-Zi	4	V-CV-CV-CV	11	7	""	"1-0-2"	_hemo.(o)rr(hée).agie	90	20	828.4347826	0.212491022	0.08
cloche	klOS	klɔʃ	clocher	VER	NOM,VER,ADJ	""	s	ind:pre:3,imp:pre:2,sub:pre:3	10.750	25.797	12.832	9.05542	0	6	4	1.55	1.35	CCVCCV	CCVC	4	8	2	6	klOS	1	CCVC	6	3	cloche	"0-1-1"	/cloch(e).e	92	25	608.4615385	-0.544107641	0
dégueulasse	deg2las	degølas	dégueulasse	ADJ	VER,ADJ	e	s	""	10.750	10.848	11.829	4.17789	1	11	7	2.45	2.1	CVVCVVVCVCCV	CVCVCVC	0	1	1	2	de-g2-las	3	CV-CV-CVC	12	7	gueule	"1-1-1"	_dé/gueul(e).asse	95	24	723.76	-0.054714257	0
équilibre	ekilibR	ekilibʁ	équilibre	NOM	NOM,VER	m	s	""	10.744	11.104	10.778	4.17942	1	9	7	2.35	2.4	VVCVVCVCCV	VCVCVCC	0	21	1	4	e-ki-libR	3	V-CV-CVCC	10	7	livre(poids)	"1-1-1"	_équi/li(v)/br(e).e	100	28	635.3333333	-0.501688562	0
allemand	al°m@	aləmɑ̃	allemand	ADJ	ADJ,NOM	m	s	""	10.741	18.209	21.509	4.17789	1	8	5	2.65	1.75	VCCVCVCC	VCVVCV	0	2	1	3	a-l°-m@	3	V-CV-CV	7	3	Allemagne	"0-1-1"	/Allem(agne).and	100	25	638.0869565	-0.482599051	0.04
servez	sERve	sɛʁve	servir	VER	VER	""	p	ind:pre:2,imp:pre:2	10.741	10.766	248.408	4.58665	0	6	5	1.65	1.45	CVCCVC	CVCCV	4	8	0	0	sER-ve	2	CVC-CV	0	0	""	""	""	100	24	716.28	-0.251812166	0
mannequin	man°k5	manəkɛ̃	mannequin	NOM	NOM	m	s	""	10.741	10.741	15.453	3.24709	1	9	6	3.1	2.85	CVCCVCVVC	CVCVVCV	0	0	0	1	ma-n°-k5	3	CV-CV-CV	9	7	""	"0-1-0"	/§mannequin§	100	15	704.2	-0.301563541	0
mangent	m@Z	mɑ̃ʒ	manger	VER	VER	""	p	ind:pre:3,ind:pre:2	10.737	10.744	395.060	4.32486	0	7	3	1.75	1	CVCCVCC	CVC	3	47	0	2	m@Z	1	CVC	0	0	""	""	""	100	20	696.08	-0.299674741	0
parier	paRje	paʁje	parier	VER	VER	""	""	inf	10.737	10.741	81.905	3.97428	1	6	5	1.2	1	CVCVVC	CVCYV	11	19	0	4	pa-Rje	2	CV-CYV	5	5	parier	"0-1-1"	/pari(er).er	100	25	782.3043478	0.38121103	0
confirme	k§fiRm	kɔ̃fiʁm	confirmer	VER	VER	""	s	ind:pre:3,imp:pre:2,ind:pre:1	10.734	10.741	46.813	4.59430	0	8	6	1.75	1.6	CVCCVCCV	CVVCVCC	2	29	0	2	k§-fiRm	2	CV-CVCC	0	0	""	""	""	100	30	678.3043478	-0.324371136	0
localiser	lokalize	lokalize	localiser	VER	VER	""	""	inf,ind:pre:2	10.734	10.747	20.215	4.31721	1	9	8	1.65	1.65	CVCVCVCVC	CVCVCVCV	4	6	0	9	lo-ka-li-ze	4	CV-CV-CV-CV	8	8	local	"0-1-2"	/local.is.er	100	29	730.2916667	-0.325423876	0
cesser	sese	sese	cesser	VER	VER	""	p	ind:pre:2,inf	10.734	10.759	53.687	4.54072	1	6	4	1.6	1.05	CVCCVC	CVCV	5	19	0	3	se-se	2	CV-CV	6	3	{ces/d}	"0-1-1"	/{ce(d)/ss}.er	100	23	710.3636364	-0.304147532	0.043478261
connaissons	konEs§	konɛsɔ̃	connaître	VER	VER	""	p	ind:pre:1,imp:pre:1	10.725	10.725	846.060	4.63564	0	11	6	2.6	1.95	CVCCVVCCVCC	CVCVCVV	0	0	0	0	ko-nE-s§	3	CV-CV-CV	0	0	""	""	""	93	16	704.16	-0.160701252	0
relecture	R°lEktyR	ʁəlɛktyʁ	relecture	NOM	NOM	f	s	""	10.725	10.725	10.839	4.59890	1	9	8	2.8	3	CVCVCCVCV	CVVCVCCVC	0	0	0	0	R°-lEk-tyR	3	CV-CVC-CVC	7	6	lecture	"1-1-0"	_re/lecture	89	19			
assurez	asyRe	asyʁe	assurer	VER	VER	""	p	ind:pre:2,imp:pre:2	10.709	10.756	144.633	4.67391	0	7	5	1.7	1.3	VCCVCVC	VCVCV	3	11	0	13	a-sy-Re	3	V-CV-CV	0	5	""	""	""	100	20	702.28	-0.287347675	0
prêter	pRete	pʁete	prêter	VER	VER	""	""	inf,	10.709	10.712	47.481	4.45040	1	6	5	1.75	1.4	CCVVCVC	CCVCV	2	10	0	10	pRe-te	2	CCV-CV	4	5	prêt	"0-1-1"	/prêt.er	100	29	653.52	-0.565696515	0
chariot	SaRjo	ʃaʁjo	chariot	NOM	NOM	m	s	""	10.709	10.709	12.965	3.02817	1	7	5	1.75	1.7	CCVCVVC	CVCYV	2	6	0	3	Sa-Rjo	2	CV-CYV	7	1	char	"0-1-1"	/char.iot	100	21	698.8695652	-0.239892074	0.04
sortant	sORt@	sɔʁtɑ̃	sortir	VER	ADJ,VER	e	""	par:p	10.706	11.522	920.845	5.15615	0	7	5	1.7	1.65	CVCCVCC	CVCCV	3	5	1	2	sOR-t@	2	CVC-CV	6	1	sort	"0-1-1"	/sort(ir).ant	100	13	660.04	-0.456854383	0
échantillons	eS@tij§	eʃɑ̃tijɔ̃	échantillon	NOM	NOM	m	p	""	10.703	10.703	24.608	3.44152	0	12	7	3.25	2.75	VVCCVCCVCCVCC	VCVCVYVV	0	0	0	1	e-S@-ti-j§	4	V-CV-CV-YV	0	7	""	""	""	100	27	675.5833333	-0.437957646	0
résolu	Rezoly	ʁezoly	résoudre	VER	ADJ,VER	m	s	par:pas:	10.696	13.829	50.256	5.64758	0	6	6	1.85	1.85	CVVCVCV	CVCVCV	1	1	1	6	Re-zo-ly	3	CV-CV-CV	7	4	solution	"1-1-1"	_ré/so(udre)/l.u	94	19	646.125	-0.362627282	0.04
nid	ni	ni	nid	NOM	NOM	m	s	""	10.693	10.693	11.886	3.65126	1	3	2	1.25	1	CVC	CV	10	30	0	5	ni	1	CV	3	2	nid	"0-1-0"	/nid			631.4347826	-0.5621213	0.041666667
payez	peje	peje	payer	VER	VER	""	""	imp:pre:2,ind:pre:2	10.690	10.699	359.902	4.36314	0	5	4	1.35	1	CVVVC	CVYV	10	20	0	9	pe-je	2	CV-YV	0	2	""	""	""	100	17	587.4583333	-0.809095088	0.04
bip	bip	bip	bip	NOM	NOM	m	s	""	10.684	13.133	13.127	3.13074	1	3	3	1	1	CVC	CVC	17	83	0	6	bip	1	CVC	3	3	bip	"0-1-0"	/bip			637	-0.425222723	0.08
crié	kRije	kʁije	crier	VER	VER	""	s	ind:imp:3,par:pas:	10.680	10.684	86.297	4.32945	0	4	5	1.6	1.1	CCVVV	CCVYV	3	12	0	7	kRi-je	2	CCV-YV	0	5	""	""	""	95	23	672.9166667	-0.386432813	0
défaut	defo	defo	défaut	NOM	NOM	m	s	""	10.680	10.680	16.975	4.33099	1	6	4	1.9	1.5	CVVCVVC	CVCV	1	8	0	1	de-fo	2	CV-CV	7	4	faillir	"1-1-0"	_dé/faut	92	13	657.6666667	-0.266301414	0
bizarrement	bizaR°m@	bizaʁəmɑ̃	bizarrement	ADV	ADV	""	""	""	10.677	10.677	10.680	4.65248	1	11	8	3.85	2.85	CVCVCCVCVCC	CVCVCVVCV	0	0	0	0	bi-za-R°-m@	4	CV-CV-CV-CV	8	6	bizarre	"0-1-1"	/bizarre.ment			770.1666667	0.049334478	0
fermeture	fERm°tyR	fɛʁmətyʁ	fermeture	NOM	NOM	f	s	""	10.677	10.677	11.206	4.20239	1	9	8	2.75	3.35	CVCCVCVCV	CVCCVVCVC	0	0	0	1	fER-m°-tyR	3	CVC-CV-CVC	7	8	fermer	"0-1-1"	/ferm(er).eture	100	17	607.5652174	-0.552414672	0
tiendra	tj5dRa	tjɛ̃dʁa	tenir	VER	VER	""	s	ind:fut:3	10.671	10.671	456.877	4.64483	0	7	6	1.8	1.8	CVVCCCV	CYVCCV	1	3	0	1	tj5-dRa	2	CYV-CCV	0	0	""	""	""	100	20	650.5416667	-0.394519088	0.04
disques	disk	disk	disque	NOM	NOM	m	p	""	10.671	10.677	30.823	2.93784	0	7	4	1.85	1.45	CVCCVVC	CVCC	2	7	0	1	disk	1	CVCC	0	4	""	""	""	100	29	676.1363636	-0.284376993	0
patient	pasj@	pasjɑ̃	patient	ADJ	ADJ,NOM	m	s	""	10.665	51.665	17.671	11.54317	1	7	5	1.65	1.6	CVCVVCC	CVCYV	1	4	1	3	pa-sj@	2	CV-CYV	7	5	patient	"0-1-1"	/pati(ence).ent	100	24	609.4782609	-0.405715266	0.04
spécialiste	spesjalist	spesjalist	spécialiste	NOM	NOM	e	s	""	10.661	10.661	13.744	4.27281	1	11	10	2.5	2.8	CCVVCVVCVCCV	CCVCYVCVCC	0	0	0	1	spe-sja-list	3	CCV-CYV-CVCC	11	9	spécial	"0-1-1"	/spécial.iste	100	28	717.7307692	-0.018090596	0
seuls	s9l	sœl	seul	NOM	NOM,ADJ	m	p	""	10.661	64.310	106.728	23.64819	0	5	3	1.7	1.3	CVVCC	CVC	2	20	1	7	s9l	1	CVC	0	3	""	""	""	95	23	590.6	-0.744598999	0
fiers	fjER	fjɛʁ	fier	ADJ	ADJ	m	p	""	10.655	10.655	87.212	4.45958	0	5	4	1.45	1	CVVCC	CYVC	7	16	0	5	fjER	1	CYVC	0	4	""	""	""	100	21	745.2083333	-0.008893238	0.04
conçu	k§sy	kɔ̃sy	concevoir	VER	ADJ,VER	m	s	par:pas:	10.655	11.301	21.225	4.50704	0	5	4	2.35	1.5	CVCVCV	CVVCV	0	6	1	9	k§-sy	2	CV-CV	4	5	concevoir	"0-1-1"	/conc(evoir).u	95	20	680.4583333	-0.281902138	0
rares	RaR	ʁaʁ	rare	ADJ	ADJ	e	p	""	10.652	10.658	34.256	4.41978	0	5	3	1	1	CVCVC	CVC	19	57	0	1	RaR	1	CVC	0	3	""	""	""	86	22	584.16	-0.522601999	0
rose	Roz	ʁoz	rose	NOM	ADJ,NOM,VER	e	s	""	10.649	55.899	20.554	10.96601	1	4	3	1.05	1	CVCV	CVC	12	14	2	5	Roz	1	CVC	4	3	rose	"0-1-1"	/ros(e).e	96	28	582.92	-0.736290472	0
atterri	atERi	atɛʁi	atterrir	VER	VER	m	s	par:pas:	10.649	10.649	28.361	4.47795	0	7	5	1.65	1.35	VCCVCCV	VCVCV	2	8	0	4	a-tE-Ri	3	V-CV-CV	0	0	""	""	""	95	24	718.0909091	0.088410971	0.08
force	fORs	fɔʁs	forcer	VER	ADJ:ind,NOM,VER	""	s	ind:pre:3,sub:pre:1,ind:pre:1,imp:pre:3,imp:pre:2	10.646	105.335	71.741	29.99847	0	5	4	1.45	1	CVCCV	CVCC	6	40	2	5	fORs	1	CVCC	5	4	forcer	"0-1-1"	/forc(er).e	100	22	616.2857143	-0.709349351	0.086956522
plantes	pl@t	plɑ̃t	plante	NOM	NOM,VER	f	p	""	10.639	11.820	18.842	3.78291	0	7	4	1.45	1.1	CCVCCVC	CCVC	4	34	1	4	pl@t	1	CCVC	0	4	""	""	""	95	22	603	-0.549640486	0.04
lesquels	lEkEl	lɛkɛl	lesquels	PRO:rel	PRO:int,PRO:rel	m	p	""	10.639	10.994	169.842	4.85915	1	8	5	2.75	1.85	CVCCVVCC	CVCVC	1	3	1	3	lE-kEl	2	CV-CVC	8	4	les	"0-2-0"	/les/quels			664.25	-0.285051503	0
racheter	RaS°te	ʁaʃəte	racheter	VER	VER	""	p	inf,	10.639	10.649	17.361	4.31415	1	8	6	1.7	1.5	CVCCVCVC	CVCVVCV	4	8	0	5	Ra-S°-te	3	CV-CV-CV	8	3	achat	"1-1-1"	_r/ach(a/e)t.er	100	19	651.5	-0.377712204	0.04
cessez	sEse	sɛse	cesser	VER	VER	""	""	imp:pre:2,ind:pre:2	10.633	10.658	53.687	3.92529	0	6	4	1.65	1	CVCCVC	CVCV	4	17	0	4	sE-se	2	CV-CV	0	2	""	""	""	100	23	755.8958333	0.149480818	0.039215686
poème	poEm	poɛm	poème	NOM	NOM	m	s	""	10.633	10.633	16.361	2.77404	1	5	4	1.85	1.75	CVVVCV	CVVC	2	4	0	1	po-Em	2	CV-VC	4	3	{poè}	"0-1-1"	/{poè}.me	100	19	614.5652174	-0.66133647	0
resterai	REst°RE	ʁɛstəʁɛ	rester	VER	VER	""	s	ind:fut:1	10.630	10.630	924.022	4.58206	0	8	7	1.7	1.8	CVCCVCVV	CVCCVVCV	3	4	0	3	REs-t°-RE	3	CVC-CV-CV	0	0	""	""	""	100	19	694.0434783	-0.132569022	0.041666667
sentent	s@t	sɑ̃t	sentir	VER	VER	""	p	ind:pre:3,sub:pre:3	10.627	10.627	539.494	4.61268	0	7	3	1.75	1	CVCCVCC	CVC	4	149	0	5	s@t	1	CVC	0	3	""	""	""	100	19	680.6086957	-0.203221246	0
signaler	siNale	siɲale	signaler	VER	VER	""	p	ind:pre:2,inf	10.627	10.636	29.807	4.35242	1	8	6	1.75	1.75	CVCCVCVC	CVCVCV	2	3	0	9	si-Na-le	3	CV-CV-CV	8	6	signe	"0-1-1"	/signal.er	100	17	625.24	-0.561680107	0
gagnant	gaN@	gaɲɑ̃	gagnant	NOM	ADJ,VER,NOM	m	s	""	10.627	16.744	16.623	5.77618	1	7	4	1.65	1.35	CVCCVCC	CVCV	5	11	2	4	ga-N@	2	CV-CV	7	4	gagner	"0-1-1"	/gagn(er).ant	92	28	609.36	-0.678808854	0
couronne	kuROn	kuʁɔn	couronne	NOM	VER,NOM	f	s	""	10.623	12.661	13.402	3.35579	1	8	5	1.75	1.8	CVVCVCCV	CVCVC	2	19	1	4	ku-ROn	2	CV-CVC	8	4	couronne	"0-1-1"	/couronn(e).e	95	20	652.25	-0.546822248	0
promesses	pRomEs	pʁomɛs	promesse	NOM	NOM	f	p	""	10.620	10.620	36.658	4.28812	0	9	6	2.15	1.8	CCVCVCCVC	CCVCVC	2	4	0	1	pRo-mEs	2	CCV-CVC	0	6	""	""	""	100	29	612.3181818	-0.61308491	0
enregistrer	@R°ZistRe	ɑ̃ʁəʒistʁe	enregistrer	VER	VER	""	p	ind:pre:2,inf,imp:pre:2	10.617	10.652	47.696	4.07379	1	11	9	2	2.25	VCCVCVCCCVC	VCVVCVCCCV	2	3	0	5	@-R°-Zis-tRe	4	V-CV-CVC-CCV	11	10	registre	"1-1-1"	_en/registr(e).er	100	29	667.8	-0.362064187	0
fichier	fiSje	fiʃje	fichier	NOM	NOM	m	s	""	10.611	10.611	23.541	3.38334	1	7	5	1.9	1.55	CVCCVVC	CVCYV	1	7	0	2	fi-Sje	2	CV-CYV	6	3	ficher	"0-1-1"	/fich(er).ier	100	19	666.9166667	-0.387645387	0.04
