"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
596	sûre	sûr	ADJ	f	143.839	1016.275
597	faisait	faire	VER	""	143.465	9061.728
598	dernier	dernier	ADJ	m	143.377	517.108
599	après	après	ADV	""	143.244	143.316
600	fou	fou	ADJ	m	143.165	245.528
601	comment	comment	ONO	""	143.114	143.114
602	cinq	cinq	ADJ:num	""	142.835	142.994
603	perdre	perdre	VER	""	142.696	545.231
604	état	état	NOM	m	142.633	154.000
605	dollars	dollar	NOM	m	141.453	156.816
606	bizarre	bizarre	ADJ	e	140.930	157.111
607	fort	fort	ADV	""	140.437	140.468
608	amie	ami	NOM	f	140.278	767.465
609	écoutez	écouter	VER	""	139.924	572.348
610	tiens	tiens	ONO	""	139.642	139.646
611	tôt	tôt	ADV	""	139.620	139.690
612	ferai	faire	VER	""	139.256	9061.728
613	reviens	revenir	VER	""	138.791	579.816
614	lit	lit	NOM	m	138.728	146.358
615	aimes	aimer	VER	""	138.380	1601.354
616	problèmes	problème	NOM	m	138.380	580.383
617	payer	payer	VER	""	138.364	359.902
618	serai	être	VER	""	138.114	35040.212
619	dès	dès	PRE	""	138.063	138.070
620	veulent	vouloir	VER	""	138.063	5239.237
621	chien	chien	NOM	m	137.234	189.120
622	montrer	montrer	VER	""	136.908	337.256
623	croyez	croire	VER	""	136.247	1612.497
624	voulu	vouloir	VER	m	136.209	5239.237
625	photo	photo	NOM	f	135.842	230.092
626	cherche	chercher	VER	""	135.722	636.981
627	ira	aller	VER	""	135.706	9795.946
628	trucs	truc	NOM	m	135.351	493.003
629	oublié	oublier	VER	""	135.297	410.870
630	sors	sortir	VER	""	135.073	920.845
631	verre	verre	NOM	m	134.658	155.111
632	suppose	supposer	VER	""	134.411	188.782
633	allais	aller	VER	""	134.364	9795.946
634	compte	compte	NOM	m	134.225	159.339
635	suffit	suffire	VER	""	133.943	169.472
636	drôle	drôle	ADJ	e	133.541	138.816
637	comprendre	comprendre	VER	""	133.364	830.965
638	questions	question	NOM	f	133.304	436.190
639	soeur	soeur	NOM	""	132.861	154.139
640	sauver	sauver	VER	""	132.741	273.579
641	meurtre	meurtre	NOM	m	132.203	161.608
642	musique	musique	NOM	f	132.196	133.377
643	sûrement	sûrement	ADV	""	132.111	132.117
644	ferais	faire	VER	""	132.038	9061.728
645	esprit	esprit	NOM	m	131.750	157.845
646	oeil	oeil	NOM	""	131.456	384.203
647	salle	salle	NOM	f	131.304	137.706
648	allé	aller	VER	""	130.782	9795.946
649	avis	avis	NOM	m	130.652	130.665
650	quatre	quatre	ADJ:num	""	130.424	130.598
651	nouveau	nouveau	NOM	m	129.873	203.294
652	chemin	chemin	NOM	m	129.782	139.142
653	cours	cours	NOM	e	129.775	129.807
654	commencé	commencer	VER	""	129.399	511.149
655	sorte	sorte	NOM	f	129.323	144.449
656	dessus	dessus	ADV	""	128.826	128.975
657	sens	sens	NOM	m	128.608	128.649
658	semaines	semaine	NOM	f	128.566	333.437
659	occupe	occuper	VER	""	128.266	384.057
660	hôpital	hôpital	NOM	m	128.123	135.877
661	meilleur	meilleur	ADJ	m	127.854	294.222
662	soit	être	AUX	""	127.437	8402.797
663	seigneur	seigneur	NOM	m	127.136	131.835
664	autres	autre	ADJ	e	126.718	812.582
665	appris	apprendre	VER	""	126.263	337.956
666	cul	cul	NOM	m	126.228	131.930
667	changé	changer	VER	""	125.937	429.905
668	visage	visage	NOM	m	125.120	139.373
669	face	face	NOM	f	124.962	126.709
670	parlez	parler	VER	""	124.687	2026.244
671	café	café	NOM	m	124.658	129.275
672	partout	partout	ADV	""	124.358	124.396
673	bras	bras	NOM	m	123.984	124.028
674	sauf	sauf	PRE	""	122.886	122.918
675	retard	retard	NOM	m	122.693	123.892
676	rapport	rapport	NOM	m	122.544	148.778
677	message	message	NOM	m	121.734	145.842
678	soirée	soirée	NOM	f	121.703	131.351
679	inquiète	inquiéter	VER	""	121.209	238.377
680	président	président	NOM	m	121.180	137.231
681	commencer	commencer	VER	""	120.772	511.149
682	rencontrer	rencontrer	VER	""	120.718	314.035
683	vaut	valoir	VER	""	120.709	187.557
684	revenir	revenir	VER	""	120.497	579.816
685	roi	roi	NOM	m	120.326	145.301
686	rappelle	rappeler	VER	""	120.155	291.712
687	pouvait	pouvoir	VER	""	119.620	6267.658
688	simple	simple	ADJ	e	119.465	131.253
689	erreur	erreur	NOM	f	119.278	148.614
690	toute	toute	ADJ:ind	f	119.209	611.342
691	surtout	surtout	ADV	""	118.924	118.937
692	entends	entendre	VER	""	118.652	709.867
693	rentre	rentrer	VER	""	118.487	465.915
694	boire	boire	VER	""	118.272	266.661
695	gentil	gentil	ADJ	m	118.155	173.456
696	courant	courant	NOM	m	118.089	120.987
697	puisse	pouvoir	VER	""	117.484	6267.658
698	pièce	pièce	NOM	f	117.291	159.297
699	devait	devoir	VER	""	117.092	3830.592
700	sinon	sinon	CON	""	116.861	116.877
701	morte	mourir	VER	f	116.715	832.506
702	pas	pas	NOM	m	116.684	116.851
703	honneur	honneur	NOM	m	116.076	119.326
704	devenir	devenir	VER	""	116.035	430.649
705	dormir	dormir	VER	""	115.275	266.320
706	connaissez	connaître	VER	""	115.013	846.060
707	livre	livre	NOM	e	114.443	178.313
708	appel	appel	NOM	m	114.367	148.734
709	souvent	souvent	ADV	""	114.348	114.351
710	groupe	groupe	NOM	m	114.038	128.823
711	carte	carte	NOM	f	113.899	164.434
712	prochaine	prochain	ADJ	f	113.522	183.437
713	messieurs	monsieur	NOM	m	113.427	639.250
714	ait	avoir	AUX	""	113.323	19741.582
715	près	près	PRE	""	113.149	113.155
716	ca	ca	NOM	f	113.057	113.104
717	probablement	probablement	ADV	""	112.668	112.687
718	intérieur	intérieur	NOM	m	112.620	112.877
719	pouvons	pouvoir	VER	""	112.614	6267.658
720	an	an	NOM	m	112.570	812.361
721	six	six	ADJ:num	""	112.222	112.282
722	sac	sac	NOM	m	111.684	131.709
723	envoyé	envoyer	VER	""	111.513	395.332
724	début	début	NOM	m	111.399	116.130
725	sommes	être	AUX	""	111.345	8402.797
726	malade	malade	ADJ	e	111.253	121.196
727	aide	aider	VER	""	111.237	802.867
728	voyons	voir	VER	""	111.149	3679.820
729	devoir	devoir	VER	""	110.940	3830.592
730	donnez	donner	VER	""	110.443	1133.864
731	occuper	occuper	VER	""	110.158	384.057
732	acheter	acheter	VER	""	109.959	266.016
733	mets	mettre	VER	""	109.854	944.310
734	écrit	écrire	VER	""	109.839	256.785
735	mauvaise	mauvais	ADJ	f	109.826	297.278
736	effet	effet	NOM	m	109.538	129.756
737	voix	voix	NOM	f	109.446	109.497
738	grave	grave	ADJ	e	109.114	116.959
739	gagner	gagner	VER	""	108.949	301.677
740	prix	prix	NOM	m	108.712	108.785
741	bonsoir	bonsoir	NOM	m	108.348	108.437
742	tirer	tirer	VER	""	107.968	349.570
743	apprendre	apprendre	VER	""	107.902	337.956
744	cheveux	cheveu	NOM	m	107.880	112.563
745	agit	agir	VER	""	107.782	205.873
746	derrière	derrière	PRE	""	107.475	107.487
747	puis	puis	ADV	""	107.440	107.456
748	âge	âge	NOM	m	107.377	109.405
749	ressemble	ressembler	VER	""	107.244	179.915
750	impossible	impossible	ADJ	e	107.111	109.472
751	cool	cool	ADJ	e	107.085	107.155
752	avocat	avocat	NOM	m	107.054	145.541
753	patron	patron	NOM	m	106.949	121.630
754	simplement	simplement	ADV	""	106.870	106.883
755	déteste	détester	VER	""	106.402	165.845
756	utiliser	utiliser	VER	""	106.307	321.547
757	passé	passé	ADJ	m	106.304	120.453
758	rue	rue	NOM	f	106.006	133.187
759	super	super	NOM	m	106.000	109.139
760	meilleure	meilleur	ADJ	f	105.658	294.222
761	accident	accident	NOM	m	105.453	113.063
762	devriez	devoir	VER	""	104.832	3830.592
763	armes	arme	NOM	f	104.155	261.870
764	rendez-vous	rendez-vous	NOM	m	103.968	104.139
765	maître	maître	NOM	m	103.690	113.320
766	millions	million	NOM	m	103.509	142.956
767	ordre	ordre	NOM	m	103.481	176.608
768	protéger	protéger	VER	""	103.244	173.962
769	situation	situation	NOM	f	102.949	109.823
770	content	content	ADJ	m	102.794	166.038
771	retrouver	retrouver	VER	""	102.684	283.361
772	ailleurs	ailleurs	ADV	""	102.459	102.481
773	chérie	chéri	NOM	f	101.598	163.889
774	bout	bout	NOM	m	101.453	107.813
775	joue	jouer	VER	""	100.956	527.152
776	complètement	complètement	ADV	""	100.712	100.712
777	faux	faux	ADJ	m	100.589	138.630
778	liste	liste	NOM	f	100.440	104.133
779	oncle	oncle	NOM	m	100.152	102.421
780	scène	scène	NOM	f	100.101	110.453
781	retourner	retourner	VER	""	100.000	267.858
782	soyez	être	VER	""	99.810	35040.212
783	serais	être	VER	""	99.709	35040.212
784	battre	battre	VER	""	99.706	237.348
785	est	est	NOM	m	99.478	99.582
786	avec	avec	ADV	""	99.389	99.402
787	crime	crime	NOM	m	98.842	123.896
788	restez	rester	VER	""	98.835	924.022
789	finir	finir	VER	""	98.570	539.525
790	rencontré	rencontrer	VER	""	98.316	314.035
791	ouvre	ouvrir	VER	""	98.304	322.617
792	dos	dos	NOM	m	98.275	114.193
793	tiens	tenir	VER	""	98.168	456.877
794	cru	croire	VER	m	97.835	1612.497
795	libre	libre	ADJ	e	97.608	115.035
796	bordel	bordel	NOM	m	97.259	98.123
797	absolument	absolument	ADV	""	96.896	96.908
798	mots	mot	NOM	m	96.804	259.354
799	victime	victime	NOM	f	96.759	148.930
800	autour	autour	ADV	""	96.582	96.633
801	compte	compter	VER	""	96.484	221.991
802	hors	hors	PRE	""	96.468	96.509
803	système	système	NOM	m	96.187	109.794
804	fasse	faire	VER	""	96.146	9061.728
805	voyage	voyage	NOM	m	96.063	105.709
806	hôtel	hôtel	NOM	m	96.035	102.484
807	habitude	habitude	NOM	f	95.911	105.051
808	venue	venir	VER	f	95.870	2424.339
809	pourriez	pouvoir	VER	""	95.598	6267.658
810	impression	impression	NOM	f	95.456	97.744
811	fous	foutre	VER	""	95.089	291.728
812	attention	attention	ONO	""	94.823	94.839
813	ferait	faire	VER	""	94.778	9061.728
814	imagine	imaginer	VER	""	94.775	207.177
815	bateau	bateau	NOM	m	94.747	108.646
816	devais	devoir	VER	""	94.715	3830.592
817	sympa	sympa	ADJ	e	94.693	100.554
818	plein	plein	ADJ	m	94.500	179.421
819	réussi	réussir	VER	m	94.487	145.503
820	colère	colère	NOM	f	94.411	95.101
821	photos	photo	NOM	f	94.231	230.092
822	appelez	appeler	VER	""	94.165	1136.405
823	décidé	décider	VER	""	94.089	194.405
824	savait	savoir	VER	""	94.082	4973.842
825	paix	paix	NOM	f	94.054	94.079
826	pouvoir	pouvoir	NOM	m	94.035	124.706
827	maintenant	maintenir	VER	e	93.813	127.130
828	sale	sale	ADJ	e	93.750	113.592
829	table	table	NOM	f	93.728	101.266
830	force	force	NOM	f	93.443	133.022
831	avion	avion	NOM	m	93.180	109.649
832	faim	faim	NOM	f	93.155	93.345
833	bois	bois	NOM	m	92.851	92.873
834	pire	pire	ADJ	e	92.832	106.649
835	pauvre	pauvre	ADJ	e	92.646	109.864
836	disent	dire	VER	""	92.535	6099.386
837	arrêté	arrêter	VER	""	92.459	998.823
838	magnifique	magnifique	ADJ	e	92.060	103.475
839	petits	petit	ADJ	m	92.009	948.199
840	heureuse	heureux	ADJ	f	91.968	242.728
841	ligne	ligne	NOM	f	91.601	110.218
842	disparu	disparaître	VER	m	91.418	165.383
843	sorti	sortir	VER	m	91.389	920.845
844	tue	tuer	VER	""	91.193	967.456
845	terminé	terminer	VER	""	91.165	164.294
846	sérieux	sérieux	ADJ	m	91.155	125.237
847	médecin	médecin	NOM	m	91.082	116.006
848	balle	balle	NOM	f	90.962	131.896
849	expliquer	expliquer	VER	""	90.370	190.918
850	fond	fond	NOM	m	90.234	90.244
851	pote	pote	NOM	e	90.111	111.883
852	disais	dire	VER	""	90.051	6099.386
853	stupide	stupide	ADJ	e	89.911	105.073
854	pourra	pouvoir	VER	""	89.896	6267.658
855	jolie	joli	ADJ	f	89.851	186.092
856	rêve	rêve	NOM	m	89.810	146.775
857	cadeau	cadeau	NOM	m	89.680	116.310
858	dix	dix	ADJ:num	""	89.633	89.715
859	mission	mission	NOM	f	89.566	96.329
860	réponse	réponse	NOM	f	89.218	118.791
861	doute	doute	NOM	m	89.174	100.870
862	aucun	aucun	PRO:ind	m	89.085	113.725
863	marcher	marcher	VER	""	88.301	353.823
864	doivent	devoir	VER	""	88.120	3830.592
865	manque	manquer	VER	""	88.019	247.231
866	envoyer	envoyer	VER	""	87.984	395.332
867	seconde	seconde	NOM	f	87.965	155.070
868	pieds	pied	NOM	m	87.848	175.902
869	armée	armée	NOM	f	87.585	92.263
870	compris	compris	ADJ	m	87.513	88.269
871	pied	pied	NOM	m	87.475	175.902
872	lumière	lumière	NOM	f	87.171	107.712
873	vue	voir	VER	f	87.130	3679.820
874	inspecteur	inspecteur	NOM	m	87.019	98.826
875	suivre	suivre	VER	""	86.927	308.984
876	vraie	vrai	ADJ	f	86.782	817.032
877	essaye	essayer	VER	""	86.728	837.753
878	coin	coin	NOM	m	86.690	92.946
879	tenir	tenir	VER	""	86.535	456.877
880	dedans	dedans	ADV	""	86.453	86.927
881	su	savoir	VER	m	86.424	4973.842
882	gagné	gagner	VER	m	86.345	301.677
883	espèce	espèce	NOM	f	86.282	98.184
884	continuer	continuer	VER	""	86.089	279.652
885	rend	rendre	VER	""	86.038	495.472
886	volé	voler	VER	""	85.759	238.759
887	devenu	devenir	VER	m	85.408	430.649
888	grâce	grâce	PRE	""	85.339	85.342
889	vouloir	vouloir	VER	""	85.231	5239.237
890	premier	premier	NOM	m	85.222	134.203
891	disait	dire	VER	""	85.152	6099.386
892	prête	prêt	ADJ	f	85.032	347.956
893	camp	camp	NOM	m	84.937	92.668
894	allô	allô	ONO	""	84.731	84.759
895	sortez	sortir	VER	""	84.652	920.845
896	vieux	vieux	NOM	m	84.623	96.924
897	club	club	NOM	m	84.380	91.842
898	faisons	faire	VER	""	84.253	9061.728
899	envoie	envoyer	VER	""	84.234	395.332
900	selon	selon	PRE	""	84.051	84.051
901	laquelle	laquelle	PRO:rel	f	83.984	169.842
902	vue	vue	NOM	f	83.896	87.497
903	doucement	doucement	ADV	""	83.693	83.699
904	poser	poser	VER	""	83.630	219.994
905	aurais	avoir	VER	""	83.472	13032.016
906	fallait	falloir	VER	""	83.269	1197.820
907	marché	marché	NOM	m	83.259	86.829
908	exact	exact	ADJ	m	83.206	93.491
909	professeur	professeur	NOM	m	83.095	90.953
910	porter	porter	VER	m	82.972	311.816
911	excuse	excuser	VER	""	82.965	357.763
912	loi	loi	NOM	f	82.915	105.082
913	jure	jurer	VER	""	82.864	115.918
914	quitter	quitter	VER	""	82.854	251.136
915	oublie	oublier	VER	""	82.734	410.870
916	tueur	tueur	NOM	m	82.674	101.842
917	tenez	tenir	VER	""	81.937	456.877
918	cher	cher	ADJ	m	81.794	133.741
919	porte	porter	VER	""	81.722	311.816
920	lettre	lettre	NOM	f	81.696	123.193
921	conseil	conseil	NOM	m	81.633	105.991
922	flics	flic	NOM	m	81.592	155.968
923	contrôle	contrôle	NOM	m	81.525	84.699
924	quelque	quelque	ADV	""	81.383	81.437
925	général	général	NOM	m	81.332	85.155
926	plusieurs	plusieurs	ADJ:ind	""	81.316	81.326
927	petit	petit	NOM	m	81.307	135.256
928	dîner	dîner	NOM	m	81.193	84.130
929	ignore	ignorer	VER	""	81.108	165.263
930	anniversaire	anniversaire	NOM	m	81.054	84.718
931	vol	vol	NOM	m	80.972	91.310
932	dangereux	dangereux	ADJ	m	80.642	98.984
933	tiré	tirer	VER	""	80.623	349.570
934	connaître	connaître	VER	""	80.491	846.060
935	pars	partir	VER	""	80.389	1035.642
936	danger	danger	NOM	m	80.380	84.573
937	signifie	signifier	VER	""	80.291	94.440
938	long	long	ADJ	m	80.263	163.123
939	reçu	recevoir	VER	m	80.247	189.307
940	travers	travers	NOM	m	79.994	80.095
941	sentir	sentir	VER	""	79.873	539.494
942	moi-même	moi-même	PRO:per	""	79.528	79.639
943	être	être	NOM	m	79.440	97.054
944	connaît	connaître	VER	""	79.206	846.060
945	aimé	aimer	VER	""	79.174	1601.354
946	montre	montrer	VER	""	78.873	337.256
947	grosse	gros	ADJ	f	78.785	289.880
948	tranquille	tranquille	ADJ	e	78.642	89.016
949	plein	plein	PRE	""	78.465	78.472
950	soleil	soleil	NOM	m	78.456	79.728
951	promets	promettre	VER	""	78.408	188.513
952	moitié	moitié	NOM	f	78.354	79.038
953	bord	bord	NOM	m	78.263	81.345
954	preuve	preuve	NOM	f	78.234	146.171
955	manière	manière	NOM	f	78.228	93.177
956	joué	jouer	VER	""	78.171	527.152
957	met	mettre	VER	""	78.063	944.310
958	garde	garder	VER	""	77.921	363.408
959	moyen	moyen	NOM	m	77.911	109.149
960	incroyable	incroyable	ADJ	e	77.896	84.775
961	debout	debout	ADV	""	77.854	77.896
962	clair	clair	ADJ	m	77.680	108.259
963	écouter	écouter	VER	""	77.668	572.348
964	garde	garde	NOM	e	77.639	109.241
965	boîte	boîte	NOM	f	77.614	91.304
966	poste	poste	NOM	e	77.544	86.329
967	mettez	mettre	VER	""	77.373	944.310
968	ferme	ferme	NOM	f	77.361	80.408
969	santé	santé	NOM	f	77.335	77.380
970	pourtant	pourtant	ADV	""	77.304	77.304
971	but	but	NOM	m	77.231	80.617
972	triste	triste	ADJ	e	77.225	83.997
973	aimer	aimer	VER	""	77.199	1601.354
974	partie	partir	VER	f	77.085	1035.642
975	relation	relation	NOM	f	76.984	112.525
976	continue	continuer	VER	""	76.949	279.652
977	faisais	faire	VER	""	76.946	9061.728
978	dossier	dossier	NOM	m	76.943	110.579
979	oublier	oublier	VER	""	76.918	410.870
980	bar	bar	NOM	m	76.880	84.434
981	ciel	ciel	NOM	m	76.535	85.972
982	ouvrir	ouvrir	VER	""	76.509	322.617
983	ait	avoir	VER	""	76.332	13032.016
984	bien	bien	NOM	m	76.275	93.054
985	chanson	chanson	NOM	f	76.073	98.016
986	classe	classe	NOM	f	75.753	81.424
987	télé	télé	NOM	f	75.741	77.497
988	voler	voler	VER	""	75.731	238.759
989	compagnie	compagnie	NOM	f	75.623	81.627
990	lire	lire	VER	""	75.563	235.218
991	chacun	chacun	PRO:ind	m	75.563	88.161
992	mange	manger	VER	""	75.437	395.060
993	décision	décision	NOM	f	75.402	94.453
994	près	près	ADV	""	75.320	75.351
995	visite	visite	NOM	f	75.209	86.386
996	bonnes	bon	ADJ	f	75.180	671.171
997	sort	sortir	VER	""	75.111	920.845
998	entrez	entrer	VER	""	75.101	383.965
999	viennent	venir	VER	""	75.025	2424.339
1000	promis	promettre	VER	m	74.994	188.513
1001	forme	forme	NOM	f	74.984	85.370
1002	secret	secret	NOM	m	74.968	108.294
1003	gueule	gueule	NOM	f	74.816	78.937
1004	différent	différent	ADJ	m	74.791	152.772
1005	passé	passé	NOM	m	74.791	75.693
1006	normal	normal	ADJ	m	74.570	112.772
1007	certain	certain	ADJ	m	74.367	117.706
1008	vaisseau	vaisseau	NOM	m	74.335	90.142
1009	flic	flic	NOM	m	74.307	155.968
1010	bon	bon	NOM	m	73.949	84.225
1011	mecs	mec	NOM	m	73.858	440.304
1012	dirais	dire	VER	""	73.816	6099.386
1013	enfer	enfer	NOM	m	73.763	76.845
1014	or	or	NOM	m	73.744	73.886
1015	foutre	foutre	VER	""	73.649	291.728
1016	lieutenant	lieutenant	NOM	m	73.646	75.234
1017	pareil	pareil	ADJ	m	73.639	99.680
1018	âme	âme	NOM	f	73.560	88.886
1019	capable	capable	ADJ	e	73.494	84.766
1020	soin	soin	NOM	m	73.468	94.161
1021	lu	lire	VER	m	73.373	235.218
1022	clé	clé	NOM	f	73.316	118.054
1023	acheté	acheter	VER	m	73.123	266.016
1024	seras	être	VER	""	73.089	35040.212
1025	ordres	ordre	NOM	m	73.070	176.608
1026	là-dedans	là-dedans	ADV	""	72.718	72.908
1027	vendre	vendre	VER	""	72.646	193.614
1028	aille	aller	VER	""	72.620	9795.946
1029	vieille	vieux	ADJ	f	72.570	246.070
1030	haut	haut	NOM	m	72.528	75.576
1031	retourne	retourner	VER	""	72.190	267.858
1032	milieu	milieu	NOM	m	72.184	73.500
1033	appartement	appartement	NOM	m	72.111	78.525
1034	emmener	emmener	VER	""	71.854	246.203
1035	écrire	écrire	VER	""	71.753	256.785
1036	t	t	PRO:per	""	71.741	7500.038
1037	monter	monter	VER	""	71.699	196.038
1038	bouge	bouger	VER	""	71.639	192.661
1039	cerveau	cerveau	NOM	m	71.272	88.142
1040	cuisine	cuisine	NOM	f	71.155	73.253
1041	honte	honte	NOM	f	71.016	71.123
1042	joli	joli	ADJ	m	70.842	186.092
1043	revoir	revoir	VER	""	70.788	136.759
1044	tire	tirer	VER	""	70.747	349.570
1045	bouche	bouche	NOM	f	70.411	73.038
1046	préfère	préférer	VER	""	70.364	148.642
1047	bas	bas	ADJ	m	70.297	82.608
1048	existe	exister	VER	""	70.199	114.275
1049	hum	hum	ONO	""	70.190	73.073
1050	enquête	enquête	NOM	f	70.149	75.908
1051	surprise	surprise	NOM	f	69.861	78.468
1052	trou	trou	NOM	m	69.766	85.389
1053	derrière	derrière	ADV	""	69.737	69.756
1054	garçons	garçon	NOM	m	69.699	431.813
1055	coups	coup	NOM	m	69.661	408.585
1056	intérêt	intérêt	NOM	m	69.383	86.085
1057	réunion	réunion	NOM	f	69.354	80.541
1058	coucher	coucher	VER	""	69.199	165.193
1059	calme	calme	NOM	m	69.193	69.522
1060	cacher	cacher	VER	""	69.016	207.842
1061	époque	époque	NOM	f	69.000	69.687
1062	aurait	avoir	VER	""	68.927	13032.016
1063	étrange	étrange	ADJ	e	68.677	82.456
1064	rends	rendre	VER	""	68.585	495.472
1065	savent	savoir	VER	""	68.541	4973.842
1066	diable	diable	NOM	m	68.487	70.516
1067	client	client	NOM	m	68.405	142.190
1068	silence	silence	NOM	m	68.405	68.978
1069	contact	contact	NOM	m	68.383	81.006
1070	recherche	recherche	NOM	f	68.358	109.791
1071	gouvernement	gouvernement	NOM	m	68.323	71.152
1072	auras	avoir	VER	""	68.304	13032.016
1073	dessus	dessus	NOM	m	68.231	68.396
1074	sent	sentir	VER	""	67.997	539.494
1075	récupérer	récupérer	VER	""	67.968	114.592
1076	preuves	preuve	NOM	f	67.934	146.171
1077	pute	pute	NOM	f	67.763	79.152
1078	pleine	plein	ADJ	f	67.737	179.421
1079	cheval	cheval	NOM	m	67.734	103.614
1080	journal	journal	NOM	m	67.528	96.807
1081	bons	bon	ADJ	m	67.494	1011.253
1082	rouge	rouge	ADJ	e	67.443	83.218
1083	choisi	choisir	VER	m	67.408	191.288
1084	tient	tenir	VER	""	67.323	456.877
1085	noir	noir	ADJ	m	67.278	123.854
1086	secondes	seconde	NOM	f	67.098	155.070
1087	blague	blague	NOM	f	66.845	82.573
1088	dirai	dire	VER	""	66.766	6099.386
1089	juge	juge	NOM	e	66.709	74.873
1090	bon	bon	ADV	""	66.677	66.791
1091	folle	fou	ADJ	f	66.649	245.528
1092	devient	devenir	VER	""	66.525	430.649
1093	tort	tort	NOM	m	66.456	68.459
1094	change	changer	VER	""	66.437	429.905
1095	exemple	exemple	NOM	m	66.427	68.614
1096	peau	peau	NOM	f	66.408	69.190
1097	quitté	quitter	VER	""	66.351	251.136
1098	base	base	NOM	f	66.256	75.225
1099	menti	mentir	VER	m	66.161	215.013
1100	touche	toucher	VER	""	66.155	225.291
1101	peuple	peuple	NOM	m	66.133	69.737
1102	meilleur	meilleur	NOM	m	66.120	104.617
1103	servir	servir	VER	""	66.120	248.408
1104	combat	combat	NOM	m	66.098	76.557
1105	drogue	drogue	NOM	f	66.038	85.639
1106	dame	dame	NOM	f	65.997	84.171
1107	payé	payer	VER	""	65.949	359.902
1108	ramener	ramener	VER	""	65.934	188.269
1109	répondre	répondre	VER	""	65.734	237.829
1110	sauvé	sauver	VER	""	65.734	273.579
1111	prêts	prêt	ADJ	m	65.693	347.956
1112	vérifier	vérifier	VER	""	65.693	157.104
1113	serait	être	AUX	""	65.671	8402.797
1114	société	société	NOM	f	65.570	72.563
1115	aurai	avoir	VER	""	65.487	13032.016
1116	horrible	horrible	ADJ	e	65.370	77.696
1117	prévu	prévoir	VER	m	65.326	96.737
1118	héros	héros	NOM	m	65.225	75.304
1119	félicitations	félicitation	NOM	f	65.193	67.832
